date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
23-12-2025,chhattisgarh,Raipur,492015,3,23,raipur,raipur
23-12-2025,chhattisgarh,Raipur,492109,0,5,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493111,2,22,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493114,4,24,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493225,10,99,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493885,0,31,raipur,raipur
23-12-2025,chhattisgarh,Bilaspur,495112,0,20,bilaspur,bilaspur
23-12-2025,chhattisgarh,Bilaspur,495113,10,61,bilaspur,bilaspur
23-12-2025,chhattisgarh,Bilaspur,495117,6,106,bilaspur,bilaspur
23-12-2025,chhattisgarh,Bilaspur,495223,1,10,bilaspur,bilaspur
23-12-2025,chhattisgarh,Bilaspur,495559,1,15,bilaspur,bilaspur
23-12-2025,chhattisgarh,Durg,490011,2,19,durg,durg
23-12-2025,chhattisgarh,Durg,490020,1,11,durg,durg
23-12-2025,chhattisgarh,Durg,490023,9,57,durg,durg
23-12-2025,chhattisgarh,Durg,490026,1,9,durg,durg
23-12-2025,chhattisgarh,Durg,490036,2,2,durg,durg
23-12-2025,chhattisgarh,Durg,490042,2,11,durg,durg
23-12-2025,chhattisgarh,Durg,491001,19,104,durg,durg
23-12-2025,chhattisgarh,Durg,491107,3,27,durg,durg
23-12-2025,chhattisgarh,Durg,491225,1,3,durg,durg
23-12-2025,chhattisgarh,Durg,491228,0,28,durg,durg
23-12-2025,chhattisgarh,Durg,491332,3,5,durg,durg
23-12-2025,chhattisgarh,Korba,495446,1,14,korba,korba
23-12-2025,chhattisgarh,Korba,495453,0,9,korba,korba
23-12-2025,chhattisgarh,Korba,495455,0,4,korba,korba
23-12-2025,chhattisgarh,Raigarh,496001,11,89,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496113,2,97,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496115,2,36,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496116,2,35,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496118,4,44,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496450,12,50,raigarh,raigarh
23-12-2025,chhattisgarh,Raigarh,496551,1,90,raigarh,raigarh
23-12-2025,chhattisgarh,Raipur,492006,1,9,raipur,raipur
23-12-2025,chhattisgarh,Raipur,492014,2,13,raipur,raipur
23-12-2025,chhattisgarh,Raipur,492099,2,15,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493113,2,0,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493116,0,24,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493195,0,7,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493445,0,1,raipur,raipur
23-12-2025,chhattisgarh,Raipur,493661,6,49,raipur,raipur
22-12-2025,chhattisgarh,Bilaspur,495004,0,12,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495113,2,11,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495118,4,50,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495119,3,44,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495330,2,33,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495553,0,1,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495559,0,15,bilaspur,bilaspur
22-12-2025,chhattisgarh,Bilaspur,495663,0,1,bilaspur,bilaspur
22-12-2025,chhattisgarh,Durg,491001,4,37,durg,durg
22-12-2025,chhattisgarh,Durg,491228,1,15,durg,durg
22-12-2025,chhattisgarh,Korba,495453,0,1,korba,korba
22-12-2025,chhattisgarh,Raigarh,496107,3,23,raigarh,raigarh
22-12-2025,chhattisgarh,Raigarh,496220,0,2,raigarh,raigarh
22-12-2025,chhattisgarh,Raigarh,496440,0,30,raigarh,raigarh
22-12-2025,chhattisgarh,Raipur,493101,1,0,raipur,raipur
22-12-2025,chhattisgarh,Raipur,493111,0,8,raipur,raipur
22-12-2025,chhattisgarh,Raipur,493116,0,13,raipur,raipur
22-12-2025,chhattisgarh,Raipur,493221,1,15,raipur,raipur
22-12-2025,chhattisgarh,Raipur,493890,0,1,raipur,raipur
26-12-2025,chhattisgarh,Bilaspur,495001,24,122,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495112,2,18,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495113,9,51,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495117,6,83,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495330,3,44,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495334,0,2,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495550,6,28,bilaspur,bilaspur
26-12-2025,chhattisgarh,Bilaspur,495555,1,6,bilaspur,bilaspur
26-12-2025,chhattisgarh,Durg,490024,8,22,durg,durg
26-12-2025,chhattisgarh,Durg,490025,6,13,durg,durg
26-12-2025,chhattisgarh,Durg,490042,7,12,durg,durg
26-12-2025,chhattisgarh,Durg,491223,2,10,durg,durg
26-12-2025,chhattisgarh,Durg,491227,0,2,durg,durg
26-12-2025,chhattisgarh,Durg,491332,1,1,durg,durg
26-12-2025,chhattisgarh,Korba,495442,0,3,korba,korba
26-12-2025,chhattisgarh,Korba,495450,0,38,korba,korba
26-12-2025,chhattisgarh,Korba,495453,0,6,korba,korba
26-12-2025,chhattisgarh,Korba,495671,1,18,korba,korba
26-12-2025,chhattisgarh,Korba,495677,2,38,korba,korba
26-12-2025,chhattisgarh,Korba,495678,0,3,korba,korba
26-12-2025,chhattisgarh,Raigarh,496111,7,51,raigarh,raigarh
26-12-2025,chhattisgarh,Raigarh,496665,1,17,raigarh,raigarh
26-12-2025,chhattisgarh,Raipur,492001,15,92,raipur,raipur
26-12-2025,chhattisgarh,Raipur,492002,0,1,raipur,raipur
26-12-2025,chhattisgarh,Raipur,492010,1,8,raipur,raipur
26-12-2025,chhattisgarh,Raipur,492014,2,15,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493114,4,22,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493225,5,80,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493229,0,1,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493441,9,33,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493661,4,37,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493881,0,7,raipur,raipur
26-12-2025,chhattisgarh,Raipur,493890,0,4,raipur,raipur
27-12-2025,chhattisgarh,Bilaspur,495001,20,94,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495224,13,61,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495330,3,24,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495551,17,68,bilaspur,bilaspur
27-12-2025,chhattisgarh,Durg,490006,8,35,durg,durg
27-12-2025,chhattisgarh,Durg,490011,3,16,durg,durg
27-12-2025,chhattisgarh,Durg,490020,3,14,durg,durg
27-12-2025,chhattisgarh,Durg,490036,5,9,durg,durg
27-12-2025,chhattisgarh,Durg,491111,13,32,durg,durg
27-12-2025,chhattisgarh,Durg,491227,0,2,durg,durg
27-12-2025,chhattisgarh,Durg,491332,3,1,durg,durg
27-12-2025,chhattisgarh,Korba,495452,0,13,korba,korba
27-12-2025,chhattisgarh,Korba,495454,5,21,korba,korba
27-12-2025,chhattisgarh,Korba,495678,1,4,korba,korba
27-12-2025,chhattisgarh,Korba,495682,0,9,korba,korba
27-12-2025,chhattisgarh,Raigarh,496001,7,74,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496100,0,11,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496111,4,30,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496116,2,30,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496220,1,6,raigarh,raigarh
27-12-2025,chhattisgarh,Raipur,492004,1,10,raipur,raipur
27-12-2025,chhattisgarh,Raipur,492007,2,13,raipur,raipur
27-12-2025,chhattisgarh,Raipur,492009,1,14,raipur,raipur
27-12-2025,chhattisgarh,Raipur,492010,0,13,raipur,raipur
27-12-2025,chhattisgarh,Raipur,492109,0,4,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493225,8,93,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493661,4,44,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493881,2,9,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493992,1,1,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493996,0,7,raipur,raipur
27-12-2025,chhattisgarh,Bilaspur,495117,2,54,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495222,1,8,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495442,2,34,bilaspur,bilaspur
27-12-2025,chhattisgarh,Bilaspur,495559,0,8,bilaspur,bilaspur
27-12-2025,chhattisgarh,Durg,490025,3,14,durg,durg
27-12-2025,chhattisgarh,Durg,490026,2,9,durg,durg
27-12-2025,chhattisgarh,Durg,490042,1,11,durg,durg
27-12-2025,chhattisgarh,Durg,491001,20,100,durg,durg
27-12-2025,chhattisgarh,Durg,491107,3,20,durg,durg
27-12-2025,chhattisgarh,Korba,495453,3,3,korba,korba
27-12-2025,chhattisgarh,Korba,495674,5,50,korba,korba
27-12-2025,chhattisgarh,Raigarh,496107,5,56,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496115,1,17,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496118,5,30,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496551,4,69,raigarh,raigarh
27-12-2025,chhattisgarh,Raigarh,496554,2,30,raigarh,raigarh
27-12-2025,chhattisgarh,Raipur,492014,1,13,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493113,0,1,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493195,0,1,raipur,raipur
27-12-2025,chhattisgarh,Raipur,493885,0,21,raipur,raipur
01-03-2025,chhattisgarh,Bilaspur,495009,30,350,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,492101,19,553,raipur,raipur
01-03-2025,chhattisgarh,Bilaspur,495224,79,1560,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,493661,45,1744,raipur,raipur
01-03-2025,chhattisgarh,Bilaspur,495004,91,897,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,491107,83,478,durg,durg
01-03-2025,chhattisgarh,Durg,491001,333,2436,durg,durg
01-03-2025,chhattisgarh,Korba,495677,66,695,korba,korba
01-03-2025,chhattisgarh,Korba,495454,34,492,korba,korba
01-03-2025,chhattisgarh,Korba,495452,18,208,korba,korba
01-03-2025,chhattisgarh,Raigarh,496116,78,461,raigarh,raigarh
01-03-2025,chhattisgarh,Bilaspur,495223,18,108,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,491223,45,295,durg,durg
01-03-2025,chhattisgarh,Raipur,493116,21,350,raipur,raipur
01-03-2025,chhattisgarh,Raigarh,496111,67,452,raigarh,raigarh
01-03-2025,chhattisgarh,Durg,490036,27,345,durg,durg
01-03-2025,chhattisgarh,Raipur,492004,28,164,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492101,55,520,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492014,26,335,raipur,raipur
01-04-2025,chhattisgarh,Raipur,493221,157,1004,raipur,raipur
01-04-2025,chhattisgarh,Raigarh,496001,167,1378,raigarh,raigarh
01-04-2025,chhattisgarh,Bilaspur,495224,98,1268,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,492009,64,459,raipur,raipur
01-04-2025,chhattisgarh,Bilaspur,495112,40,501,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495006,70,739,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,493441,75,1257,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492013,111,900,raipur,raipur
01-05-2025,chhattisgarh,Korba,495677,77,747,korba,korba
01-05-2025,chhattisgarh,Raipur,492015,68,664,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492001,237,2443,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492015,115,709,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492013,149,900,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495001,403,5617,bilaspur,bilaspur
01-06-2025,chhattisgarh,Korba,495446,104,1317,korba,korba
01-06-2025,chhattisgarh,Bilaspur,495550,92,1184,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raipur,492101,73,600,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492099,110,645,raipur,raipur
01-06-2025,chhattisgarh,Raipur,493441,167,1297,raipur,raipur
01-07-2025,chhattisgarh,Raipur,493116,47,485,raipur,raipur
01-07-2025,chhattisgarh,Korba,495674,348,3541,korba,korba
01-07-2025,chhattisgarh,Raigarh,496661,149,1053,raigarh,raigarh
01-07-2025,chhattisgarh,Bilaspur,495442,125,991,bilaspur,bilaspur
01-03-2025,chhattisgarh,Korba,495446,22,881,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495001,259,2678,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,490001,64,306,durg,durg
01-03-2025,chhattisgarh,Bilaspur,495551,110,2115,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,493221,111,1025,raipur,raipur
01-09-2025,chhattisgarh,Bilaspur,495116,1,76,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495119,0,71,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495220,2,18,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495330,5,37,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495550,1,37,bilaspur,bilaspur
01-09-2025,chhattisgarh,Durg,490036,2,15,durg,durg
01-09-2025,chhattisgarh,Durg,491001,12,113,durg,durg
01-09-2025,chhattisgarh,Durg,491331,4,24,durg,durg
01-09-2025,chhattisgarh,Durg,491332,0,3,durg,durg
01-09-2025,chhattisgarh,Durg,491337,0,2,durg,durg
01-09-2025,chhattisgarh,Korba,495119,0,32,korba,korba
01-09-2025,chhattisgarh,Korba,495446,6,24,korba,korba
01-09-2025,chhattisgarh,Korba,495674,6,45,korba,korba
01-09-2025,chhattisgarh,Korba,495683,2,6,korba,korba
01-09-2025,chhattisgarh,Korba,495684,3,23,korba,korba
01-09-2025,chhattisgarh,Raigarh,496115,2,13,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496197,0,1,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496440,1,22,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496551,0,34,raigarh,raigarh
01-09-2025,chhattisgarh,Raipur,492003,0,3,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492004,1,9,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492011,0,2,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492013,1,21,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493101,0,1,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493661,1,57,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493890,0,1,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493992,0,3,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493996,0,1,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495004,3,19,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495115,1,13,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495220,1,21,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495222,0,2,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495223,0,4,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495663,1,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490020,1,6,durg,durg
02-09-2025,chhattisgarh,Durg,490022,0,3,durg,durg
02-09-2025,chhattisgarh,Durg,490024,3,19,durg,durg
02-09-2025,chhattisgarh,Durg,491107,5,19,durg,durg
02-09-2025,chhattisgarh,Durg,491340,1,4,durg,durg
02-09-2025,chhattisgarh,Korba,495446,2,26,korba,korba
02-09-2025,chhattisgarh,Korba,495449,2,36,korba,korba
02-09-2025,chhattisgarh,Korba,495453,1,5,korba,korba
02-09-2025,chhattisgarh,Korba,495671,2,28,korba,korba
02-09-2025,chhattisgarh,Korba,495678,1,7,korba,korba
02-09-2025,chhattisgarh,Raigarh,496001,4,45,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496113,0,45,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492006,1,12,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492012,1,4,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492013,1,14,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492015,3,31,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492109,0,1,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493885,1,26,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493889,0,11,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495009,1,16,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495112,2,21,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495119,1,30,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495223,0,8,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490001,2,4,durg,durg
04-09-2025,chhattisgarh,Durg,490009,2,2,durg,durg
04-09-2025,chhattisgarh,Durg,490011,1,13,durg,durg
04-09-2025,chhattisgarh,Durg,490020,3,11,durg,durg
04-09-2025,chhattisgarh,Durg,490023,9,31,durg,durg
04-09-2025,chhattisgarh,Durg,490026,1,11,durg,durg
04-09-2025,chhattisgarh,Durg,491223,1,6,durg,durg
04-09-2025,chhattisgarh,Durg,491227,0,2,durg,durg
04-09-2025,chhattisgarh,Korba,495674,2,26,korba,korba
04-09-2025,chhattisgarh,Raigarh,496111,6,10,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496118,0,49,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492008,1,11,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492012,0,1,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492013,3,36,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492099,3,20,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493111,3,16,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493225,2,34,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493881,1,12,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493996,0,5,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495001,10,96,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495113,4,32,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495116,3,48,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495446,0,3,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495449,0,10,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495551,7,86,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490001,3,10,durg,durg
03-09-2025,chhattisgarh,Durg,490020,0,11,durg,durg
03-09-2025,chhattisgarh,Durg,490024,1,20,durg,durg
03-09-2025,chhattisgarh,Durg,490026,2,3,durg,durg
03-09-2025,chhattisgarh,Durg,491223,1,13,durg,durg
03-09-2025,chhattisgarh,Durg,491332,2,8,durg,durg
03-09-2025,chhattisgarh,Korba,495442,0,4,korba,korba
03-09-2025,chhattisgarh,Korba,495447,3,6,korba,korba
03-09-2025,chhattisgarh,Korba,495449,5,44,korba,korba
03-09-2025,chhattisgarh,Korba,495450,1,9,korba,korba
03-09-2025,chhattisgarh,Korba,495671,0,17,korba,korba
03-09-2025,chhattisgarh,Korba,495678,1,2,korba,korba
03-09-2025,chhattisgarh,Korba,495682,0,4,korba,korba
03-09-2025,chhattisgarh,Raigarh,496107,0,8,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496113,1,52,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496118,0,91,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496445,2,34,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496554,0,16,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492004,0,3,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492007,2,10,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492012,0,4,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493113,0,3,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493221,3,35,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493885,1,8,raipur,raipur
05-09-2025,chhattisgarh,Bilaspur,495113,1,18,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495119,1,20,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495220,2,11,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495334,0,1,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495442,0,12,bilaspur,bilaspur
05-09-2025,chhattisgarh,Durg,490006,1,10,durg,durg
05-09-2025,chhattisgarh,Durg,490020,0,1,durg,durg
05-09-2025,chhattisgarh,Durg,490023,1,6,durg,durg
05-09-2025,chhattisgarh,Durg,491226,0,1,durg,durg
05-09-2025,chhattisgarh,Korba,495454,0,5,korba,korba
05-09-2025,chhattisgarh,Korba,495674,0,12,korba,korba
05-09-2025,chhattisgarh,Raigarh,496115,1,14,raigarh,raigarh
06-09-2025,chhattisgarh,Bilaspur,495006,3,25,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495115,0,1,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495116,1,11,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495220,4,24,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495223,0,2,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495224,6,44,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495559,2,16,bilaspur,bilaspur
06-09-2025,chhattisgarh,Durg,490006,1,11,durg,durg
06-09-2025,chhattisgarh,Durg,490011,1,14,durg,durg
06-09-2025,chhattisgarh,Durg,491221,1,10,durg,durg
06-09-2025,chhattisgarh,Durg,491223,1,13,durg,durg
06-09-2025,chhattisgarh,Durg,491228,0,16,durg,durg
06-09-2025,chhattisgarh,Durg,491332,0,2,durg,durg
06-09-2025,chhattisgarh,Korba,495119,0,43,korba,korba
06-09-2025,chhattisgarh,Korba,495453,0,3,korba,korba
06-09-2025,chhattisgarh,Korba,495454,3,16,korba,korba
06-09-2025,chhattisgarh,Korba,495682,0,3,korba,korba
06-09-2025,chhattisgarh,Korba,495684,0,18,korba,korba
06-09-2025,chhattisgarh,Raigarh,496001,3,52,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496113,0,92,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496220,0,12,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496440,0,18,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496551,0,18,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496665,5,26,raigarh,raigarh
06-09-2025,chhattisgarh,Raipur,492003,3,3,raipur,raipur
06-09-2025,chhattisgarh,Raipur,492015,4,21,raipur,raipur
06-09-2025,chhattisgarh,Raipur,492101,0,3,raipur,raipur
06-09-2025,chhattisgarh,Raipur,493113,0,6,raipur,raipur
06-09-2025,chhattisgarh,Raipur,493116,1,6,raipur,raipur
06-09-2025,chhattisgarh,Raipur,493221,4,38,raipur,raipur
05-09-2025,chhattisgarh,Raigarh,496440,2,17,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496551,0,25,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496554,0,22,raigarh,raigarh
05-09-2025,chhattisgarh,Raipur,492006,1,9,raipur,raipur
05-09-2025,chhattisgarh,Raipur,492007,1,5,raipur,raipur
05-09-2025,chhattisgarh,Raipur,493661,2,25,raipur,raipur
08-09-2025,chhattisgarh,Bilaspur,495009,4,18,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495116,2,60,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495118,0,29,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495220,2,25,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495559,0,7,bilaspur,bilaspur
08-09-2025,chhattisgarh,Durg,490036,2,12,durg,durg
08-09-2025,chhattisgarh,Durg,491107,4,31,durg,durg
08-09-2025,chhattisgarh,Durg,491225,1,10,durg,durg
08-09-2025,chhattisgarh,Durg,491340,1,2,durg,durg
08-09-2025,chhattisgarh,Korba,495455,0,2,korba,korba
08-09-2025,chhattisgarh,Raigarh,496107,1,22,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496116,1,61,raigarh,raigarh
08-09-2025,chhattisgarh,Raipur,492001,7,68,raipur,raipur
08-09-2025,chhattisgarh,Raipur,492008,4,10,raipur,raipur
08-09-2025,chhattisgarh,Raipur,492011,0,5,raipur,raipur
08-09-2025,chhattisgarh,Raipur,492014,3,5,raipur,raipur
08-09-2025,chhattisgarh,Raipur,492015,8,21,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493114,1,38,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493221,4,29,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493661,2,74,raipur,raipur
09-09-2025,chhattisgarh,Bilaspur,495001,7,119,bilaspur,bilaspur
09-09-2025,chhattisgarh,Bilaspur,495009,2,25,bilaspur,bilaspur
09-09-2025,chhattisgarh,Bilaspur,495112,2,20,bilaspur,bilaspur
09-09-2025,chhattisgarh,Bilaspur,495224,8,62,bilaspur,bilaspur
09-09-2025,chhattisgarh,Bilaspur,495449,0,14,bilaspur,bilaspur
09-09-2025,chhattisgarh,Durg,490006,7,33,durg,durg
09-09-2025,chhattisgarh,Durg,490020,1,9,durg,durg
09-09-2025,chhattisgarh,Durg,490021,3,9,durg,durg
09-09-2025,chhattisgarh,Durg,490025,3,18,durg,durg
09-09-2025,chhattisgarh,Durg,491001,24,155,durg,durg
09-09-2025,chhattisgarh,Durg,491340,0,3,durg,durg
09-09-2025,chhattisgarh,Korba,495442,0,7,korba,korba
09-09-2025,chhattisgarh,Korba,495449,4,63,korba,korba
09-09-2025,chhattisgarh,Korba,495455,0,2,korba,korba
09-09-2025,chhattisgarh,Korba,495677,5,31,korba,korba
09-09-2025,chhattisgarh,Raigarh,496001,4,63,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496100,0,4,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496107,1,21,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496113,2,64,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496116,4,134,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496445,1,48,raigarh,raigarh
09-09-2025,chhattisgarh,Raipur,492003,0,3,raipur,raipur
09-09-2025,chhattisgarh,Raipur,492007,0,15,raipur,raipur
09-09-2025,chhattisgarh,Raipur,492011,0,4,raipur,raipur
09-09-2025,chhattisgarh,Raipur,493661,4,54,raipur,raipur
09-09-2025,chhattisgarh,Raipur,493992,0,3,raipur,raipur
10-09-2025,chhattisgarh,Bilaspur,495224,8,50,bilaspur,bilaspur
